,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,1980-12-12,0.10017844289541245,0.10061397717118548,0.10017844289541245,0.10017844289541245,469033600,0.0,0.0
1,1980-12-15,0.09538761096937115,0.09538761096937115,0.09495207667350769,0.09495207667350769,175884800,0.0,0.0
2,1980-12-16,0.08841834708005569,0.08841834708005569,0.08798281848430634,0.08798281848430634,105728000,0.0,0.0
3,1980-12-17,0.09016044437885284,0.09059597865123489,0.09016044437885284,0.09016044437885284,86441600,0.0,0.0
4,1980-12-18,0.092774398624897,0.09320992699267784,0.092774398624897,0.092774398624897,73449600,0.0,0.0
5,1980-12-19,0.09843630343675613,0.0988718376506466,0.09843630343675613,0.09843630343675613,48630400,0.0,0.0
6,1980-12-22,0.10322720557451248,0.10366351925151897,0.10322720557451248,0.10322720557451248,37363200,0.0,0.0
7,1980-12-23,0.1075831949710846,0.10801872899041251,0.1075831949710846,0.1075831949710846,46950400,0.0,0.0
8,1980-12-24,0.11324515193700789,0.11368068614712025,0.11324515193700789,0.1132451519370079,48003200,0.0,0.0
9,1980-12-26,0.12369869649410248,0.12413423075365815,0.12369869649410248,0.12369869649410248,55574400,0.0,0.0
10,1980-12-29,0.12544089555740356,0.12587643007269425,0.12544089555740356,0.12544089555740356,93161600,0.0,0.0
11,1980-12-30,0.12282769299060983,0.12282769299060983,0.12239217013120651,0.12239217013120651,68880000,0.0,0.0
12,1980-12-31,0.1193433732627176,0.1193433732627176,0.1189078390598297,0.11890783905982971,35750400,0.0,0.0
13,1981-01-02,0.12021449208259583,0.12108556093794538,0.12021449208259583,0.12021449208259583,21660800,0.0,0.0
14,1981-01-05,0.11803679811756787,0.11803679811756787,0.11760127544403075,0.11760127544403076,35728000,0.0,0.0
15,1981-01-06,0.11280969120729042,0.11280969120729042,0.11237415671348572,0.11237415671348572,45158400,0.0,0.0
16,1981-01-07,0.10801872899041251,0.10801872899041251,0.1075831949710846,0.1075831949710846,55686400,0.0,0.0
17,1981-01-08,0.1058411289585392,0.1058411289585392,0.10540560632944107,0.10540560632944107,39827200,0.0,0.0
18,1981-01-09,0.11106747388839723,0.11150300802545984,0.11106747388839723,0.11106747388839722,21504000,0.0,0.0
19,1981-01-12,0.11106751326539444,0.11106751326539444,0.11019645631313323,0.11019645631313324,23699200,0.0,0.0
20,1981-01-13,0.10671222533340188,0.10671222533340188,0.10627669095993042,0.10627669095993042,23049600,0.0,0.0
21,1981-01-14,0.10671216994524002,0.1071477040926507,0.10671216994524002,0.10671216994524002,14291200,0.0,0.0
22,1981-01-15,0.1088898777961731,0.10976093485024126,0.1088898777961731,0.1088898777961731,14067200,0.0,0.0
23,1981-01-16,0.10845432744376783,0.10845432744376783,0.10801879316568375,0.10801879316568375,13395200,0.0,0.0
24,1981-01-19,0.11455172300338747,0.11498725713771203,0.11455172300338747,0.11455172300338745,41574400,0.0,0.0
25,1981-01-20,0.11150300802545984,0.11150300802545984,0.11106747388839723,0.11106747388839722,30083200,0.0,0.0
26,1981-01-21,0.11324515193700789,0.11411620872654897,0.11324515193700789,0.1132451519370079,15904000,0.0,0.0
27,1981-01-22,0.11455172300338747,0.1154227912720366,0.11455172300338747,0.11455172300338745,35548800,0.0,0.0
28,1981-01-23,0.11455177088386695,0.11498730520023664,0.11411623656749725,0.11411623656749725,11222400,0.0,0.0
29,1981-01-26,0.11280969120729042,0.11280969120729042,0.11237415671348572,0.11237415671348572,24640000,0.0,0.0
30,1981-01-27,0.11237409168293358,0.11237409168293358,0.11150303483009338,0.11150303483009338,23699200,0.0,0.0
31,1981-01-28,0.10845432744376783,0.10845432744376783,0.10801879316568375,0.10801879316568375,28156800,0.0,0.0
32,1981-01-29,0.10453453972851608,0.10453453972851608,0.10409900546073914,0.10409900546073914,43904000,0.0,0.0
33,1981-01-30,0.09930737186453707,0.09930737186453707,0.09843630343675613,0.09843630343675613,46188800,0.0,0.0
34,1981-02-02,0.09320992699267784,0.09320992699267784,0.092774398624897,0.092774398624897,23766400,0.0,0.0
35,1981-02-03,0.09625868499279022,0.09669421352419864,0.09625868499279022,0.09625868499279022,19152000,0.0,0.0
36,1981-02-04,0.09974291175603867,0.10017843436403642,0.09974291175603867,0.09974291175603867,27865600,0.0,0.0
37,1981-02-05,0.09974291175603867,0.10061396860271857,0.09974291175603867,0.09974291175603867,7929600,0.0,0.0
38,1981-02-06,0.10017844289541245,0.10061397717118548,0.10017844289541245,0.10017844289541245,13865600,0.0,0.0
39,1981-02-09,0.09582313944989165,0.09582313944989165,0.09495207667350769,0.09495207667350769,16755200,0.0,0.0
40,1981-02-10,0.09495207667350769,0.09538761096937115,0.09495207667350769,0.09495207667350769,18345600,0.0,0.0
41,1981-02-11,0.09233889465877511,0.09233889465877511,0.09190336614847183,0.09190336614847183,13843200,0.0,0.0
42,1981-02-12,0.09146782767002858,0.09146782767002858,0.091031514108181,0.091031514108181,14560000,0.0,0.0
43,1981-02-13,0.0897248910974122,0.0897248910974122,0.08885382860898972,0.08885382860898972,11155200,0.0,0.0
44,1981-02-17,0.091031514108181,0.09146782767002858,0.091031514108181,0.091031514108181,12275200,0.0,0.0
45,1981-02-18,0.09495207667350769,0.09582313944989165,0.09495207667350769,0.09495207667350769,19241600,0.0,0.0
46,1981-02-19,0.08972492386160853,0.08972492386160853,0.08928938955068588,0.08928938955068588,22310400,0.0,0.0
47,1981-02-20,0.08493408881745451,0.08493408881745451,0.08449855446815491,0.08449855446815491,24371200,0.0,0.0
48,1981-02-23,0.08580511808395386,0.08624065229213757,0.08580511808395386,0.08580511808395386,14112000,0.0,0.0
49,1981-02-24,0.08362749280664096,0.08362749280664096,0.08275642991065979,0.08275642991065979,16979200,0.0,0.0
50,1981-02-25,0.08798281848430634,0.08841834708005569,0.08798281848430634,0.08798281848430634,19488000,0.0,0.0
51,1981-02-26,0.08928938955068588,0.08972492386160853,0.08928938955068588,0.08928938955068588,10841600,0.0,0.0
52,1981-02-27,0.09233888238668443,0.09320994510686773,0.09233888238668443,0.09233888238668442,14761600,0.0,0.0
53,1981-03-02,0.092774398624897,0.09320992699267784,0.092774398624897,0.092774398624897,11760000,0.0,0.0
54,1981-03-03,0.09190334689174438,0.09190334689174438,0.09146781265735628,0.09146781265735626,16172800,0.0,0.0
55,1981-03-04,0.09103151144660279,0.09103151144660279,0.09059598296880722,0.09059598296880722,13708800,0.0,0.0
56,1981-03-05,0.09059597865123489,0.09059597865123489,0.09016044437885284,0.09016044437885284,5376000,0.0,0.0
57,1981-03-06,0.09016045235718803,0.09016045235718803,0.08928938955068588,0.08928938955068588,11603200,0.0,0.0
58,1981-03-09,0.08275641980785532,0.08275641980785532,0.08232089132070541,0.08232089132070541,15321600,0.0,0.0
59,1981-03-10,0.0788358497625118,0.0788358497625118,0.07840032130479813,0.07840032130479813,28380800,0.0,0.0
60,1981-03-11,0.07622266611185309,0.07622266611185309,0.07535160332918167,0.07535160332918167,29859200,0.0,0.0
61,1981-03-12,0.07840032130479813,0.0788358497625118,0.07840032130479813,0.07840032130479813,59248000,0.0,0.0
62,1981-03-13,0.0779648099636085,0.0779648099636085,0.07752928137779236,0.07752928137779236,231302400,0.0,0.0
63,1981-03-16,0.0805787518620491,0.0814498145016549,0.0805787518620491,0.0805787518620491,37228800,0.0,0.0
64,1981-03-17,0.08449855446815491,0.08536961735141044,0.08449855446815491,0.08449855446815491,43747200,0.0,0.0
65,1981-03-18,0.08972492069005965,0.09059598346577193,0.08972492069005965,0.08972492069005966,36937600,0.0,0.0
66,1981-03-19,0.08928935694553043,0.08928935694553043,0.08885382860898972,0.08885382860898972,37811200,0.0,0.0
67,1981-03-20,0.08972492069005965,0.09059598346577193,0.08972492069005965,0.08972492069005966,14604800,0.0,0.0
68,1981-03-23,0.0932099372148514,0.09408099986128246,0.0932099372148514,0.09320993721485138,22019200,0.0,0.0
69,1981-03-24,0.09320992699267784,0.09320992699267784,0.092774398624897,0.092774398624897,28156800,0.0,0.0
70,1981-03-25,0.09190336197590121,0.09190336197590121,0.091031514108181,0.091031514108181,7056000,0.0,0.0
71,1981-03-26,0.08972492386160853,0.08972492386160853,0.08928938955068588,0.08928938955068588,12275200,0.0,0.0
72,1981-03-27,0.08667620006529307,0.08667620006529307,0.08624067157506943,0.08624067157506943,12252800,0.0,0.0
73,1981-03-30,0.08624067157506943,0.08711173437085981,0.08624067157506943,0.08624067157506943,9900800,0.0,0.0
74,1981-03-31,0.0862406645707858,0.0862406645707858,0.08536960184574129,0.08536960184574127,15993600,0.0,0.0
75,1981-04-01,0.08493408881745451,0.08493408881745451,0.08449855446815491,0.08449855446815491,34070400,0.0,0.0
76,1981-04-02,0.09190336614847183,0.09233889465877511,0.09190336614847183,0.09190336614847183,31404800,0.0,0.0
77,1981-04-03,0.09233888238668443,0.09277441665444737,0.09233888238668443,0.09233888238668442,16486400,0.0,0.0
78,1981-04-06,0.09103151144660279,0.09103151144660279,0.09059598296880722,0.09059598296880722,22803200,0.0,0.0
79,1981-04-07,0.09016044917024431,0.09016044917024431,0.08972492069005965,0.08972492069005966,10684800,0.0,0.0
80,1981-04-08,0.09408099949359894,0.09495206213662576,0.09408099949359894,0.09408099949359894,21952000,0.0,0.0
81,1981-04-09,0.09582315385341644,0.09625868821474665,0.09582315385341644,0.09582315385341644,12499200,0.0,0.0
82,1981-04-10,0.09712973982095717,0.09756526831626953,0.09712973982095717,0.09712973982095718,33465600,0.0,0.0
83,1981-04-13,0.09712973982095717,0.09756526831626953,0.09712973982095717,0.09712973982095718,16060800,0.0,0.0
84,1981-04-14,0.09712973982095717,0.09756526831626953,0.09712973982095717,0.09712973982095718,6652800,0.0,0.0
